analysis_layer	predictor_representation	antigen_target	analysis_stratum	predictor_feature	functional_outcome	feature_pair	participants	spearman_rho	spearman_p_value	correlation_status	correlation_direction	correlation_strength	predictor_floor_severity	outcome_floor_severity	pair_maximum_floor_severity	floor_sensitive_pair	bh_q_value	fdr_significant
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	FcgR2B	ADCP	FcgR2B__ADCP	21	0.2506493506493506	0.2731235283481195	estimated	positive	weak	high	none	high	True	0.39993662351344555	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	FcgR3A	ADCP	FcgR3A__ADCP	21	0.22207792207792207	0.33328051959453797	estimated	positive	weak	high	none	high	True	0.39993662351344555	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	IgG	nAb	IgG__nAb	21	0.4349736799457877	0.04876663714945477	estimated	positive	moderate	none	high	high	True	0.24272569037898215	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	IgG1	nAb	IgG1__nAb	21	0.30975398420381844	0.1718007704872482	estimated	positive	weak	none	high	high	True	0.24272569037898215	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	IgG3	nAb	IgG3__nAb	21	0.3815905464978956	0.0878454352884579	estimated	positive	weak	low	high	high	True	0.24272569037898215	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	FcgR2A	nAb	FcgR2A__nAb	21	0.20166961524759247	0.3806855480521758	estimated	positive	weak	moderate	high	high	True	0.3806855480521758	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	FcgR2B	nAb	FcgR2B__nAb	21	0.29723201462962157	0.19070661387917873	estimated	positive	weak	high	high	high	True	0.24272569037898215	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose2	FcgR3A	nAb	FcgR3A__nAb	21	0.2899824532971918	0.2022714086491518	estimated	positive	weak	high	high	high	True	0.24272569037898215	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	IgG	ADCP	IgG__ADCP	19	0.6596491228070176	0.002120531147203927	estimated	positive	strong	none	none	none	False	0.012723186883223563	True
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	IgG1	ADCP	IgG1__ADCP	19	0.4333333333333333	0.06382621222101997	estimated	positive	moderate	none	none	none	False	0.19147863666305992	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	IgG3	ADCP	IgG3__ADCP	19	0.31228070175438594	0.19304246779700218	estimated	positive	weak	low	none	low	False	0.38608493559400436	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	FcgR2A	ADCP	FcgR2A__ADCP	19	0.03508771929824562	0.8866031221985	estimated	positive	very_weak	moderate	none	moderate	True	0.8866031221985	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	FcgR2B	ADCP	FcgR2B__ADCP	19	-0.0456140350877193	0.8528960735031589	estimated	negative	very_weak	high	none	high	True	0.8866031221985	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	FcgR3A	ADCP	FcgR3A__ADCP	19	0.2070175438596491	0.3951161652286155	estimated	positive	weak	high	none	high	True	0.5926742478429232	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	IgG	nAb	IgG__nAb	19	0.5561323008689927	0.013412310081406037	estimated	positive	moderate	none	high	high	True	0.08047386048843623	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	IgG1	nAb	IgG1__nAb	19	0.1823234396588625	0.4550199081898426	estimated	positive	very_weak	none	high	high	True	0.782715883902121	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	IgG3	nAb	IgG3__nAb	19	0.3554848974253198	0.1352756033280378	estimated	positive	weak	low	high	high	True	0.40582680998411347	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	FcgR2A	nAb	FcgR2A__nAb	19	0.153005097603166	0.5317375252856176	estimated	positive	very_weak	moderate	high	high	True	0.782715883902121	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	FcgR2B	nAb	FcgR2B__nAb	19	-0.06779866600379811	0.782715883902121	estimated	negative	very_weak	high	high	high	True	0.782715883902121	False
predictor_function	bpv_calibrated_predictor	HPV18	recall_dose3	FcgR3A	nAb	FcgR3A__nAb	19	0.08154163884240583	0.7399987026869933	estimated	positive	very_weak	high	high	high	True	0.782715883902121	False
function_function	raw_functions	HPV16	all_participants	ADCP	nAb	ADCP__nAb	80	0.5797293878912826	1.7518108197808292e-08	estimated	positive	moderate	none	moderate	moderate	True	1.7518108197808292e-08	True
function_function	raw_functions	HPV16	primary_dose0	ADCP	nAb	ADCP__nAb	20	0.003039685688432655	0.9898523491555824	estimated	positive	very_weak	none	moderate	moderate	True	0.9898523491555824	False
function_function	raw_functions	HPV16	recall_all_doses	ADCP	nAb	ADCP__nAb	60	0.7676879889198578	8.300430333602335e-13	estimated	positive	strong	none	moderate	moderate	True	8.300430333602335e-13	True
function_function	raw_functions	HPV16	recall_dose1	ADCP	nAb	ADCP__nAb	20	0.7512500360057928	0.00013458129853220183	estimated	positive	strong	none	moderate	moderate	True	0.00013458129853220183	True
function_function	raw_functions	HPV16	recall_dose2	ADCP	nAb	ADCP__nAb	21	0.8408763601298802	1.8118253968675794e-06	estimated	positive	very_strong	none	moderate	moderate	True	1.8118253968675794e-06	True
function_function	raw_functions	HPV16	recall_dose3	ADCP	nAb	ADCP__nAb	19	0.672182466516855	0.0016183247380514433	estimated	positive	strong	none	moderate	moderate	True	0.0016183247380514433	True
function_function	raw_functions	HPV18	all_participants	ADCP	nAb	ADCP__nAb	80	0.439284376675327	4.571745679353822e-05	estimated	positive	moderate	none	high	high	True	4.571745679353822e-05	True
function_function	raw_functions	HPV18	primary_dose0	ADCP	nAb	ADCP__nAb	20	0.17157635414353578	0.46949762309439025	estimated	positive	very_weak	none	high	high	True	0.46949762309439025	False
function_function	raw_functions	HPV18	recall_all_doses	ADCP	nAb	ADCP__nAb	60	0.5536412673146913	4.467183548854481e-06	estimated	positive	moderate	none	high	high	True	4.467183548854481e-06	True
function_function	raw_functions	HPV18	recall_dose1	ADCP	nAb	ADCP__nAb	20	0.605846803230478	0.00463706427973468	estimated	positive	strong	none	high	high	True	0.00463706427973468	True
function_function	raw_functions	HPV18	recall_dose2	ADCP	nAb	ADCP__nAb	21	0.45342710879197257	0.03897915363388521	estimated	positive	moderate	none	high	high	True	0.03897915363388521	True
function_function	raw_functions	HPV18	recall_dose3	ADCP	nAb	ADCP__nAb	19	0.5185681751101314	0.022919224815215966	estimated	positive	moderate	none	high	high	True	0.022919224815215966	True
