previous_4vHPV_doses	prior_4vHPV_exposure_status	response_transition	trajectory	antigen_target	antigen_class	feature	assay_family	outcome_family	paired_floor_severity	v1_floor_fraction	v2_floor_fraction	participants	paired_observations	mean_log2_change	sd_log2_change	se_log2_change	ci95_lower_log2_change	ci95_upper_log2_change	geometric_mean_ratio	geometric_mean_ratio_ci95_lower	geometric_mean_ratio_ci95_upper	median_log2_change	q1_log2_change	q3_log2_change	positive_change_fraction	negative_change_fraction	no_change_fraction	v1_geometric_mean	v2_geometric_mean
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV18	vaccine_target_2vHPV_and_4vHPV	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0375	0.0125	20	20	3.7589881512686154	3.151368624786607	0.7046674467182882	2.284102234928785	5.233874067608445	13.5384263552065	4.870609212556416	37.63163501248087	3.840413850302767	0.794002612640555	6.3140786187997495	0.85	0.15	0.0	68.14179590832741	922.5326856164025
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV18	vaccine_target_2vHPV_and_4vHPV	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	high	0.3875	0.0125	20	20	-0.2462005357836608	2.2292764715362545	0.498481373099594	-1.289534040355571	0.7971329687882496	0.8431139085859541	0.409083133047633	1.7376445163001026	0.0	-0.8793292738210172	0.0	0.2	0.3	0.5	2.2849066981658237	1.9264366170448146
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	low	0.0875	0.05	20	20	-0.18342677287726056	8.363284204536651	1.8700871996494206	-4.097564265584485	3.7307107198299643	0.8806088370426944	0.05841309891242151	13.275651152155927	-1.8038825444078825	-7.177787025723504	7.976095455779232	0.5	0.5	0.0	52.03640516241492	45.82371823395669
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	none	0.0125	0.0125	20	20	2.7687396933893913	1.8466655165885089	0.4129269626796671	1.9044736277871048	3.6330057589916778	6.815122991610868	3.7437228304685783	12.40634082544239	2.697927448427191	1.7398926892357007	3.064383511009902	1.0	0.0	0.0	69.89374718998887	476.3344834443312
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV18	vaccine_target_2vHPV_and_4vHPV	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	low	0.125	0.025	20	20	3.8067782894436752	2.2559947400624463	0.5044557595661597	2.750940250286912	4.8626163286004385	13.994405440334917	6.731557062750618	29.093325927842752	3.8729211812802307	2.0012147622372445	5.113973383949521	0.95	0.0	0.05	7.2401679830483605	101.32184621091066
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV18	vaccine_target_2vHPV_and_4vHPV	ADCP	antibody_dependent_cellular_phagocytosis	Phagocytic function	none	0.0125	0.0125	20	20	0.6181995887552679	0.3754225950170024	0.08394704427473912	0.4424964057917635	0.7939027717187723	1.5349584341901366	1.358953796026848	1.733758279037831	0.5777996891447641	0.3378032260813906	0.8545669542800309	0.95	0.05	0.0	32.70147317944612	50.19540206723337
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV18	vaccine_target_2vHPV_and_4vHPV	nAb	neutralizing_antibody	Neutralization	high	0.35	0.025	20	20	3.900000000000001	2.291862033139728	0.5124759301151307	2.8273755509637843	4.972624449036218	14.928527864588927	7.097817848566224	31.398515566136503	3.500000000000001	2.750000000000001	5.000000000000001	0.9	0.0	0.1	51.763246192068856	772.7490631398782
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	0.0125	20	20	2.0329573073070186	2.7368523439308086	0.6119787885408922	0.7520709821033034	3.313843632510734	4.09242877268495	1.6842087700094508	9.944119492624223	0.9531050864056083	0.12172072610620943	2.8693655926490105	0.85	0.15	0.0	169.90210272916997	695.3122537485302
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	0.0125	20	20	1.5753647784969118	1.4555372388184926	0.3254680209780495	0.8941523816492011	2.2565771753446224	2.980108337042	1.85851764017759	4.7785641139562225	1.1816874622339864	0.36764211252705303	2.6483531728506158	0.9	0.1	0.0	531.007888945168	1582.4610368805716
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	low	0.05	0.0125	20	20	2.4189533227667677	2.8153041451932905	0.6295211445989135	1.1013504243626193	3.736556221170916	5.347828954133434	2.1455543161784183	13.329550460231586	1.2974046574040408	0.44691813324274343	3.2334963680904623	0.95	0.05	0.0	108.97628560626377	582.7865354790922
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	0.575	0.2125	20	20	3.4641104511711225	4.9250925938069114	1.1012841835233014	1.1590961643174889	5.769124738024756	11.035732225992557	2.2331747735589658	54.53553712221122	0.617748233192082	0.0	6.120218253637638	0.65	0.05	0.3	3.5186264732970223	38.83061956259448
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	0.0125	20	20	1.9731375636557327	2.5464605886765144	0.5694058978304817	0.7813573227746007	3.1649178045368647	3.926210609050766	1.7187471517901272	8.968817624260476	0.7543156623487608	0.434497825947171	2.305948669666643	0.95	0.05	0.0	90.88345024715592	356.82756654752114
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.3875	0.1875	20	20	-0.23522945806085724	2.474131318017737	0.553232581234881	-1.3931585582678363	0.9226996421461219	0.8495498690086112	0.38073033875681755	1.89565922770746	0.0	0.0	0.30947118545835106	0.35	0.2	0.45	4.135532773822475	3.513341326281703
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	0.0375	20	20	1.6810237828465269	4.484744457494031	1.0028193468672069	-0.41790123237252086	3.7799487980655746	3.2065541772492256	0.7485127352002986	13.736559457312431	0.7947249458567347	-1.1359538958747684	4.947992721495378	0.5	0.45	0.05	22.51245405254982	72.18740358233492
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	high	0.0125	0.45	20	20	-0.0070546159617299155	0.4903101567457128	0.10963668405419909	-0.23652683293272744	0.22241760100926763	0.9951220488712177	0.8487862362324547	1.1666870289334526	0.0	0.0	0.0	0.1	0.1	0.8	1.1099151873048239	1.1045010752640576
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	low	0.125	0.1	20	20	-1.0157618476208332	6.960460208308215	1.5564062180459515	-4.273357500421602	2.241833805179935	0.4945670919421334	0.05171198516597943	4.729979087962285	-0.09669198713315064	-5.606581063297003	3.395041083054583	0.4	0.5	0.1	26.960337878435702	13.333695902315297
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.1875	0.0375	20	20	2.3336024071487924	3.1468562701581706	0.7036584535495112	0.8608283377819461	3.8063764765156387	5.040624227431785	1.8160807322570816	13.990508324260759	1.2364679414935222	-0.07927366170258021	3.8365370081541927	0.6	0.3	0.1	12.766758129037452	64.3524303309878
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV31	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.1625	0.025	20	20	2.0160363294119827	2.766497487699776	0.6186076442079087	0.7212756498440014	3.3107970089799643	4.044710174515821	1.6486391385565193	9.923142071075462	0.5497678367754573	0.13829790737633363	3.39710630682399	0.8	0.1	0.1	6.152252555255513	24.884078506432925
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	0.0125	20	20	0.43412351303267754	1.1486684360437476	0.2568500706602189	-0.10346986323562274	0.9717168893009778	1.3510897500397925	0.9307916261692847	1.9611731147338367	0.33579878547604425	-0.12974770029945337	0.8050116029847503	0.65	0.35	0.0	321.87391583097326	434.8805484843988
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	0.0125	20	20	0.23385382390892556	0.4775269284500856	0.10677826731010696	0.010364341940836186	0.45734330587701494	1.1759720929446666	1.0072098813317765	1.3730111161698653	0.2787068866458684	-0.006803870803028911	0.5929623140204985	0.7	0.3	0.0	2679.282918507144	3150.7619412677436
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	0.0375	0.025	20	20	1.3008390024516268	2.1403258141731225	0.47859140144886847	0.2991356869861834	2.3025423179170703	2.463721192591599	1.2304070603877795	4.933263397327998	0.7228291672527329	-0.11416182915661444	1.5944189610117725	0.7	0.3	0.0	174.41304277310368	429.70510974448104
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	0.5125	0.3875	20	20	2.5550310632465476	3.024596753017293	0.6763203944271808	1.139476209223574	3.9705859172695215	5.876801067515869	2.203010252605759	15.677090356844657	2.2144216494019373	0.0	3.645775539673907	0.6	0.05	0.35	4.534776813390829	26.649981217881408
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	0.0125	20	20	0.3666587836314151	0.6346751290540412	0.1419176732193288	0.06962167983770856	0.6636958874251215	1.2893632632058072	1.0494414508749605	1.5841356591343627	0.23331169474016633	0.02750610709309753	0.9584372263412024	0.75	0.25	0.0	213.96632986788708	275.88032529462873
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.35	0.3125	20	20	0.340542911336152	2.0982874705186894	0.4691913420415875	-0.6414858536769856	1.3225716763492896	1.2662330099153638	0.641052379029516	2.5011154904792874	0.0	0.0	1.3027513054622708	0.45	0.15	0.4	5.884434140955448	7.451064753950745
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	none	0.025	0.0125	20	20	0.49865029982285325	1.9483473558384936	0.43566371314368435	-0.4132043314196995	1.410504931065406	1.4128911264760762	0.7509535970679952	2.658301848568259	0.7344026702280155	-0.7161598180540458	2.232125293743367	0.6	0.4	0.0	110.16063589531652	155.64498494345443
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	0.025	20	20	-0.1383134481543283	1.238700629465619	0.27698188112569033	-0.7180431879856483	0.4414162916769916	0.9085806915784878	0.6079214428074774	1.3579367579088284	0.0	-0.08048202372184186	0.0	0.15	0.25	0.6	1.7648872983452828	1.6035425220886461
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	FcgR2A	fc_gamma_receptor_binding	Fc-receptor engagement	moderate	0.2875	0.0625	20	20	-0.5411164284058568	3.870526680366261	0.865476076602556	-2.352578675249895	1.2703458184381815	0.6872388839810005	0.19579574591739504	2.4121937963591424	-0.13565101090869702	-3.5460538588921127	1.885589749972631	0.45	0.5	0.05	11.69266111049398	8.035651372343924
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	FcgR2B	fc_gamma_receptor_binding	Fc-receptor engagement	none	0.025	0.0125	20	20	0.9672134974712734	1.5891507250107857	0.3553449047617192	0.22346806419358178	1.710958930748965	1.9550608314251574	1.1675368329644655	3.2737835301245357	0.8392609294567346	-0.3477188621512137	1.8543313879333345	0.7	0.3	0.0	43.39022672311179	84.83053273301294
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV33	cross_reactive_non_booster_target	FcgR3A	fc_gamma_receptor_binding	Fc-receptor engagement	high	0.4125	0.1625	20	20	0.6679077505291315	2.3132380734128124	0.5172557580291697	-0.41472099330710055	1.7505364943653636	1.5887672072595758	0.7501645569664814	3.3648367087225317	0.0	0.0	0.20961541662517302	0.4	0.2	0.4	3.2865399157099255	5.221546843429579
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgG	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	0.0125	20	20	1.167879910523734	2.295786478084552	0.513353462682189	0.09341876471613797	2.2423410563313304	2.2468127742985695	1.0668954189109847	4.731642439616121	0.5180475704977527	-0.2540980256283982	1.5666450842812978	0.65	0.35	0.0	195.6196819274391	439.52080025879394
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgM	antibody_isotype_or_subclass	Antibody abundance	none	0.0125	0.0125	20	20	0.5097683869783175	0.9986208806539919	0.22329841728930305	0.04239942828051224	0.9771373456761228	1.4238215942050627	1.0298251640266283	1.9685554431375563	0.49776060812051437	-0.0097069048180356	1.0021862546699185	0.7	0.3	0.0	1246.6325675479577	1774.982369714083
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgA1	antibody_isotype_or_subclass	Antibody abundance	none	0.0375	0.0125	20	20	1.3073489819575481	1.594932798815799	0.3566378157696123	0.5608974548401271	2.053800509074969	2.474863544218852	1.4751865987325878	4.151982920510375	1.027591402340847	0.43457881872185133	1.5331676716763267	0.9	0.1	0.0	261.9509000881103	648.2927330033787
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgA2	antibody_isotype_or_subclass	Antibody abundance	high	0.3875	0.4375	20	20	-1.4188406596585104	5.971427762910472	1.3352518400597313	-4.213554879596423	1.3758735602794019	0.3740127456365753	0.053900599163293726	2.5952500727277914	-0.1674986947327568	-6.772885575887535	0.36570540773050464	0.3	0.5	0.2	43.67268498443095	16.334140820348264
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgG1	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	0.0125	20	20	1.1725152600167807	1.7672467959617855	0.3951683968789253	0.3454182998072389	1.9996122202263225	2.254043347150666	1.2705193077409687	3.9989249906543125	0.8248908196329965	0.2261691157439496	1.676612655424931	0.8	0.2	0.0	136.51387176806674	307.7081844525895
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgG2	antibody_isotype_or_subclass	IgG subclass architecture	high	0.5	0.3625	20	20	-0.40772121500451936	2.8502213546932156	0.6373288700015569	-1.7416658704866148	0.9262234404775762	0.7538131068221844	0.29902419545677567	1.9002950552175404	0.0	-0.40587235603081917	0.23176711938653716	0.25	0.3	0.45	4.437183475877857	3.3448070614915464
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgG3	antibody_isotype_or_subclass	IgG subclass architecture	low	0.0625	0.0375	20	20	0.4596471759649523	2.93821689686906	0.6570052714037707	-0.9154806609561692	1.8347750128860738	1.3752054581603037	0.5301672060914439	3.567157738963764	0.9553893408087268	-0.7509146332921512	1.809334399376444	0.65	0.3	0.05	47.556452799157405	65.39989346014411
0	hpv_vaccine_naive	unvaccinated_baseline_to_primary_2vHPV_response	primary_2vHPV_induction	HPV45	cross_reactive_non_booster_target	IgG4	antibody_isotype_or_subclass	IgG subclass architecture	none	0.0125	0.0125	20	20	0.20635147071500853	1.355248285544459	0.3030427292867456	-0.4279242511956814	0.8406271926256985	1.1537666525349524	0.7433305198120083	1.7908285117075111	0.0	0.0	0.0	0.2	0.2	0.6	1.8383519480950823	2.1210291733347715
