antigen_target	analysis_stratum	predictor_feature	functional_outcome	feature_pair	raw_participants	raw_spearman_rho	raw_p_value	raw_q_value	raw_pair_floor_severity	bpv_calibrated_participants	bpv_calibrated_spearman_rho	bpv_calibrated_p_value	bpv_calibrated_q_value	bpv_calibrated_pair_floor_severity	bpv_calibration_status	absolute_rho_difference
HPV18	recall_dose1	IgG	ADCP	IgG__ADCP	20	0.5097744360902255	0.02166896662153532	0.07973594221637142	none	20	0.33533834586466166	0.14835729861849292	0.2928563710833042	none	not_fdr_significant	0.1744360902255639
HPV18	recall_dose1	IgG	nAb	IgG__nAb	20	0.504367463689373	0.023343486860415395	0.07003046058124619	high	20	0.23325101924373406	0.32231873462467875	0.5206517170483808	high	not_fdr_significant	0.271116444445639
HPV18	recall_dose1	IgG1	ADCP	IgG1__ADCP	20	0.4947368421052631	0.02657864740545714	0.07973594221637142	none	20	0.4285714285714286	0.05937977468606565	0.28961573300346116	none	not_fdr_significant	0.06616541353383448
HPV18	recall_dose1	IgG1	nAb	IgG1__nAb	20	0.5967591011820209	0.00547496628738278	0.032849797724296685	high	20	0.45892895344708706	0.04181201553041926	0.2508720931825156	high	attenuated_after_bpv_calibration	0.13783014773493385
HPV18	recall_dose1	IgG3	ADCP	IgG3__ADCP	20	0.013533834586466165	0.9548397533571387	0.9548397533571387	none	20	-0.38195488721804516	0.09653857766782038	0.28961573300346116	low	direction_changed_after_bpv_calibration	0.39548872180451133
HPV18	recall_dose1	IgG3	nAb	IgG3__nAb	20	0.35896423091405827	0.12011268527783257	0.1441352223333991	high	20	-0.049225052762476344	0.8367201093105835	0.8367201093105835	high	direction_changed_after_bpv_calibration	0.4081892836765346
HPV18	recall_dose2	FcgR2A	ADCP	FcgR2A__ADCP	21	0.5064935064935064	0.019128951134752433	0.02869342670212865	low	21	0.16493506493506493	0.47494156501178997	0.47494156501178997	moderate	attenuated_after_bpv_calibration	0.3415584415584415
HPV18	recall_dose2	FcgR2A	nAb	FcgR2A__nAb	21	0.13576451222550343	0.5573497974453764	0.6688197569344516	high	21	0.20166961524759247	0.3806855480521758	0.3806855480521758	high	not_fdr_significant	0.06590510302208905
HPV18	recall_dose2	FcgR2B	ADCP	FcgR2B__ADCP	21	0.2714285714285714	0.233974271651381	0.28076912598165715	none	21	0.2506493506493506	0.2731235283481195	0.39993662351344555	high	not_fdr_significant	0.020779220779220786
HPV18	recall_dose2	FcgR2B	nAb	FcgR2B__nAb	21	0.08633568495893665	0.70981127278872	0.70981127278872	high	21	0.29723201462962157	0.19070661387917873	0.24272569037898215	high	not_fdr_significant	0.21089632967068492
HPV18	recall_dose2	FcgR3A	ADCP	FcgR3A__ADCP	21	0.5142857142857142	0.01707135314181649	0.02869342670212865	low	21	0.22207792207792207	0.33328051959453797	0.39993662351344555	high	attenuated_after_bpv_calibration	0.29220779220779214
HPV18	recall_dose2	FcgR3A	nAb	FcgR3A__nAb	21	0.4290422206737997	0.052284221036350796	0.10456844207270159	high	21	0.2899824532971918	0.2022714086491518	0.24272569037898215	high	not_fdr_significant	0.1390597673766079
HPV18	recall_dose2	IgG	ADCP	IgG__ADCP	21	0.6922077922077923	0.0005070683142805506	0.001521204942841652	none	21	0.6558441558441558	0.0012463317417583512	0.0037389952252750536	none	supported_raw_and_bpv_calibrated	0.03636363636363649
HPV18	recall_dose2	IgG	nAb	IgG__nAb	21	0.4474956495199846	0.0419412024935725	0.10456844207270159	high	21	0.4349736799457877	0.04876663714945477	0.24272569037898215	high	not_fdr_significant	0.012521969574196934
HPV18	recall_dose2	IgG1	ADCP	IgG1__ADCP	21	0.7753246753246753	3.6511080075003137e-05	0.00021906648045001882	none	21	0.6896103896103896	0.000542956372705794	0.003257738236234764	none	supported_raw_and_bpv_calibrated	0.08571428571428574
HPV18	recall_dose2	IgG1	nAb	IgG1__nAb	21	0.5292179772673751	0.013626737914832928	0.08176042748899758	high	21	0.30975398420381844	0.1718007704872482	0.24272569037898215	high	not_fdr_significant	0.21946399306355663
HPV18	recall_dose2	IgG3	ADCP	IgG3__ADCP	21	0.1974025974025974	0.39105475294328806	0.39105475294328806	none	21	0.36883116883116884	0.09990670544494937	0.19981341088989873	low	not_fdr_significant	0.17142857142857143
HPV18	recall_dose2	IgG3	nAb	IgG3__nAb	21	0.16805801270632706	0.46650063355986326	0.6688197569344516	high	21	0.3815905464978956	0.0878454352884579	0.24272569037898215	high	not_fdr_significant	0.21353253379156853
HPV18	recall_dose3	FcgR2A	ADCP	FcgR2A__ADCP	19	0.04385964912280702	0.8584985542787698	0.8584985542787698	low	19	0.03508771929824562	0.8866031221985	0.8866031221985	moderate	not_fdr_significant	0.008771929824561403
HPV18	recall_dose3	FcgR2A	nAb	FcgR2A__nAb	19	0.17041286319873578	0.4854823039805273	0.4854823039805273	high	19	0.153005097603166	0.5317375252856176	0.782715883902121	high	not_fdr_significant	0.01740776559556978
HPV18	recall_dose3	FcgR2B	ADCP	FcgR2B__ADCP	19	0.37543859649122807	0.11319758006806778	0.13583709608168132	none	19	-0.0456140350877193	0.8528960735031589	0.8866031221985	high	direction_changed_after_bpv_calibration	0.42105263157894735
HPV18	recall_dose3	FcgR2B	nAb	FcgR2B__nAb	19	0.28035664590759757	0.24499828409041008	0.2939979409084921	high	19	-0.06779866600379811	0.782715883902121	0.782715883902121	high	direction_changed_after_bpv_calibration	0.3481553119113957
HPV18	recall_dose3	FcgR3A	ADCP	FcgR3A__ADCP	19	0.5596491228070175	0.012716556664429154	0.03814966999328746	low	19	0.2070175438596491	0.3951161652286155	0.5926742478429232	high	attenuated_after_bpv_calibration	0.3526315789473684
HPV18	recall_dose3	FcgR3A	nAb	FcgR3A__nAb	19	0.4049595996443076	0.08544696325470837	0.17089392650941673	high	19	0.08154163884240583	0.7399987026869933	0.782715883902121	high	not_fdr_significant	0.32341796080190177
HPV18	recall_dose3	IgG	ADCP	IgG__ADCP	19	0.5035087719298245	0.027966014959808088	0.055932029919616176	none	19	0.6596491228070176	0.002120531147203927	0.012723186883223563	none	emerges_after_bpv_calibration	0.15614035087719313
HPV18	recall_dose3	IgG	nAb	IgG__nAb	19	0.4214511670506369	0.07231353307790495	0.17089392650941673	high	19	0.5561323008689927	0.013412310081406037	0.08047386048843623	high	not_fdr_significant	0.13468113381835578
HPV18	recall_dose3	IgG1	ADCP	IgG1__ADCP	19	0.6754385964912282	0.001505512379114516	0.009033074274687096	none	19	0.4333333333333333	0.06382621222101997	0.19147863666305992	none	attenuated_after_bpv_calibration	0.24210526315789488
HPV18	recall_dose3	IgG1	nAb	IgG1__nAb	19	0.41045678877975067	0.08088868778787801	0.17089392650941673	high	19	0.1823234396588625	0.4550199081898426	0.782715883902121	high	not_fdr_significant	0.22813334912088817
HPV18	recall_dose3	IgG3	ADCP	IgG3__ADCP	19	0.38947368421052625	0.09929910161688706	0.13583709608168132	none	19	0.31228070175438594	0.19304246779700218	0.38608493559400436	low	not_fdr_significant	0.07719298245614031
HPV18	recall_dose3	IgG3	nAb	IgG3__nAb	19	0.3527363028575983	0.1385376218875601	0.20780643283134018	high	19	0.3554848974253198	0.1352756033280378	0.40582680998411347	high	not_fdr_significant	0.002748594567721474
